GeneID;MV1_Singlecell_C;MV2_Singlecell_R;MV3_Singlecell_N;MV4_Cellgroups_C;MV5_Cellgroups_R;MV6_Cellgroups_N;Average_Cellgroups;Average_Singlecell;Average_C;Average_R;Average_N
Cre01.g007850;9,308775801;9,391203536;9,111351661;9,16624173;9,267044749;9,203092065;9,270443666;9,212126181;9,237508766;9,329124143;9,157221863
Cre01.g007901;9,943628902;10,06317552;10,2194933;11,09088451;10,77650284;11,29678602;10,07543258;11,05472446;10,5172567;10,41983918;10,75813966
Cre01.g007950;3,687739348;3,788762256;3,429423306;3,849287491;3,653610824;4,068193596;3,635308303;3,857030637;3,768513419;3,72118654;3,748808451
Cre01.g008000;5,073852717;5,221711313;4,903781871;4,554363604;4,870631905;4,46228021;5,066448634;4,629091907;4,814108161;5,046171609;4,683031041
Cre01.g008051;5,829515029;5,37945196;5,47705982;5,714963927;5,802756995;5,783246623;5,562008936;5,766989182;5,772239478;5,591104477;5,630153222
Cre01.g008100;9,858243501;9,377527493;9,663053385;9,847818;9,444184469;9,21962681;9,63294146;9,503876426;9,85303075;9,410855981;9,441340097
Cre01.g008150;7,957430249;8,179415002;7,919673935;7,691319428;7,514430885;7,82577061;8,018839728;7,677173641;7,824374838;7,846922943;7,872722273
Cre01.g008200;6,013233809;5,734149179;5,614446415;5,96923516;6,286403344;5,694428066;5,787276468;5,983355523;5,991234485;6,010276261;5,654437241
Cre01.g008250;7,491302815;6,395787965;6,628854717;5,639906941;5,540539747;4,95889378;6,838648499;5,379780156;6,565604878;5,968163856;5,793874249
Cre01.g008300;9,276618709;8,62788185;9,318435738;9,179436167;9,00526649;8,764149418;9,074312099;8,982950692;9,228027438;8,81657417;9,041292578
Cre01.g008350;10,25187308;9,948585925;10,15738568;9,900605588;9,780465311;9,483460791;10,11928156;9,721510563;10,07623933;9,864525618;9,820423238
Cre01.g008402;8,111072467;4,651821029;5,231644578;4,312550157;4,561246661;4,606493664;5,998179358;4,493430161;6,211811312;4,606533845;4,919069121
Cre01.g008450;7,673457411;6,197125442;5,976146088;5,962472442;6,412192474;6,566568975;6,615576313;6,31374463;6,817964926;6,304658958;6,271357532
Cre01.g008500;5,585199193;5,79633533;5,718804515;6,002612201;5,808717731;5,572604024;5,700113013;5,794644652;5,793905697;5,80252653;5,645704269
Cre01.g008550;5,996152802;6,344490035;6,126405976;6,219516845;6,46632405;6,555721175;6,155682938;6,413854023;6,107834824;6,405407042;6,341063576
Cre01.g008600;5,690617157;5,373834206;5,852126389;5,442974777;5,563834064;5,669755842;5,638859251;5,558854894;5,566795967;5,468834135;5,760941115
Cre01.g008650;8,371928929;8,1518647;8,523733929;8,597129248;8,23859762;8,505430712;8,349175853;8,447052527;8,484529088;8,19523116;8,514582321
Cre01.g008700;5,649672344;6,863148497;5,796218718;6,522788118;6,554072699;6,583554381;6,103013186;6,553471733;6,086230231;6,708610598;6,18988655
Cre01.g008750;2,201682908;2,068947027;2,592498626;2,121160111;2,795927027;2,559782172;2,28770952;2,49228977;2,16142151;2,432437027;2,576140399
Cre01.g008800;7,374722686;7,880536515;7,627835545;8,875260247;8,839167223;8,656967819;7,627698249;8,790465096;8,124991467;8,359851869;8,142401682
Cre01.g008850;7,72362691;8,003660132;7,741655916;7,596237138;7,922287903;7,594882753;7,822980986;7,704469265;7,659932024;7,962974018;7,668269334
Cre01.g008891;4,260249303;4,987395165;4,813434791;3,945026201;4,509756822;4,468061021;4,687026419;4,307614681;4,102637752;4,748575993;4,640747906
Cre01.g008950;8,598959796;7,687865089;8,280382795;6,744748221;7,257658273;7,600859674;8,189069227;7,201088723;7,671854008;7,472761681;7,940621235
Cre01.g008976;-0,170870048;-0,079193821;-0,109905903;-0,101675481;-0,164473883;0,00030061;-0,119989924;-0,088616252;-0,136272765;-0,121833852;-0,054802647
Cre01.g009000;7,521618636;8,514745703;8,070483781;8,329815969;8,508457214;8,698707566;8,03561604;8,512326916;7,925717302;8,511601458;8,384595673
Cre01.g009025;6,447592536;6,70519112;6,339220621;6,82510692;6,594170964;6,227181745;6,497334759;6,548819877;6,636349728;6,649681042;6,283201183
Cre01.g009101;4,684139897;4,197335657;4,294847429;5,632114179;4,8833595;5,203064033;4,392107661;5,239512571;5,158127038;4,540347579;4,748955731
Cre01.g009150;4,102942344;3,591573069;4,023539644;3,737936237;3,888501781;4,84985782;3,906018352;4,158765279;3,92043929;3,740037425;4,436698732
Cre01.g009200;4,953797227;4,79247377;4,136447931;4,513479015;4,857419505;4,520909929;4,627572976;4,630602816;4,733638121;4,824946638;4,32867893
Cre01.g009250;6,172607376;5,675658251;5,173218128;5,54734207;5,829647316;5,493487262;5,673827918;5,623492216;5,859974723;5,752652783;5,333352695
Cre01.g009300;7,812521649;7,072544115;7,230061055;6,943015916;6,800072563;6,560398476;7,371708939;6,767828985;7,377768782;6,936308339;6,895229765
Cre01.g009350;10,29116668;9,799864466;10,13069326;8,202107384;7,332535356;8,719275102;10,07390813;8,084639281;9,246637031;8,566199911;9,42498418
Cre01.g009400;10,91946099;11,71715261;11,7720059;11,17434909;11,18570466;10,7363012;11,46953983;11,03211832;11,04690504;11,45142864;11,25415355
Cre01.g009450;3,796048067;2,892550994;3,39762074;2,826559603;3,340838429;3,109936527;3,362073267;3,092444853;3,311303835;3,116694712;3,253778633
Cre01.g009500;6,435345275;7,233889132;6,799856972;7,141822928;6,797175678;6,792854801;6,82303046;6,910617802;6,788584101;7,015532405;6,796355887
Cre01.g009550;7,442522838;4,141487424;4,881555501;4,547658021;3,914921257;5,157559102;5,488521921;4,540046127;5,995090429;4,02820434;5,019557301
Cre01.g009575;2,885483226;2,504839068;2,442517091;2,304192581;2,280218267;2,737921362;2,610946462;2,440777403;2,594837903;2,392528668;2,590219227
Cre01.g009601;0,986637741;0,397128953;0,386688661;0,389504639;0,397559313;0,459089823;0,590151785;0,415384592;0,68807119;0,397344133;0,422889242
Cre01.g009650;4,948315241;2,652235839;2,78304404;2,752262304;2,766117227;3,093238622;3,461198374;2,870539384;3,850288772;2,709176533;2,938141331
Cre01.g009676;4,69461814;3,37390561;3,934181554;3,822614633;3,837671743;4,539333749;4,000901768;4,066540042;4,258616386;3,605788677;4,236757652
Cre01.g009700;5,816375549;5,629875385;5,497039351;5,880120922;6,0659716;5,889976389;5,647763428;5,945356304;5,848248235;5,847923492;5,69350787
Cre01.g009731;3,08661384;2,237765419;2,509226367;2,210911169;2,507227793;3,170509462;2,611201875;2,629549475;2,648762504;2,372496606;2,839867914
Cre01.g009765;2,827065578;2,46558442;2,423474525;2,775237497;2,313497064;2,56814837;2,572041508;2,55229431;2,801151538;2,389540742;2,495811448
Cre01.g009800;9,842396045;8,706652406;7,675026954;8,415577601;8,224716454;8,47927672;8,741358468;8,373190258;9,128986823;8,46568443;8,077151837
Cre01.g009850;9,177219059;9,383299151;8,444385211;8,721225966;8,681595091;8,874367814;9,001634474;8,759062957;8,949222513;9,032447121;8,659376512
Cre01.g009900;8,157102268;9,568904587;9,013330145;8,708039418;8,712962979;8,494219363;8,913112333;8,638407253;8,432570843;9,140933783;8,753774754
Cre01.g009950;6,857717831;6,463517659;6,558175955;6,67157309;5,98066702;5,945533786;6,626470482;6,199257966;6,764645461;6,22209234;6,25185487
Cre01.g010000;7,580908883;6,979655772;6,775930771;6,540806345;6,753490836;6,697626663;7,112165142;6,663974615;7,060857614;6,866573304;6,736778717
Cre01.g010050;7,125847652;6,944956519;6,848084081;7,993875375;7,976528778;7,954412425;6,972962751;7,974938859;7,559861514;7,460742649;7,401248253
Cre01.g010100;4,403440648;3,522351115;3,607363949;3,667911328;3,528656441;3,649457255;3,844385237;3,615341675;4,035675988;3,525503778;3,628410602
Cre01.g010150;4,466681968;3,294349034;3,373418785;3,387075091;3,076530298;3,420437985;3,711483262;3,294681125;3,92687853;3,185439666;3,396928385
Cre01.g010201;6,049111623;5,189058798;5,468080632;6,027286594;5,782733155;6,793832953;5,568750351;6,201284234;6,038199109;5,485895976;6,130956793
Cre01.g010250;6,974185221;6,836491159;6,922838249;5,979151086;6,64771767;6,815388934;6,911171543;6,480752563;6,476668154;6,742104415;6,869113591
Cre01.g010296;1,447574092;1,207431509;1,192175885;1,561677559;1,600444601;1,25836433;1,282393829;1,473495497;1,504625826;1,403938055;1,225270107
Cre01.g010300;3,600248317;2,818426148;3,06094828;3,315220149;3,382214198;3,150059428;3,159874248;3,282497925;3,457734233;3,100320173;3,105503854
Cre01.g010350;5,945453876;6,063422455;5,843855298;5,872155181;5,718586512;6,01448559;5,950910543;5,868409094;5,908804529;5,891004484;5,929170444
Cre01.g010400;11,79522003;10,77153849;10,86137018;12,07409766;12,00748133;11,4799171;11,14270957;11,85383203;11,93465884;11,38950991;11,17064364
Cre01.g010450;5,695066724;4,755784122;4,657582969;4,299485458;4,336162842;4,873858293;5,036144605;4,503168864;4,997276091;4,545973482;4,765720631
Cre01.g010500;5,591893728;5,59548105;4,879790826;5,148315366;4,997688987;4,587051122;5,355721868;4,911018492;5,370104547;5,296585019;4,733420974
Cre01.g010550;4,889924896;4,769860954;4,664928608;4,248263013;4,631785354;4,344322088;4,774904819;4,408123485;4,569093954;4,700823154;4,504625348
Cre01.g010650;4,221914828;3,896549099;3,886722388;3,786961327;4,067497275;3,583082707;4,001728772;3,812513769;4,004438077;3,982023187;3,734902548
Cre01.g010700;7,310770582;6,404473561;6,671059127;6,24431963;6,146327169;6,424352987;6,795434423;6,271666595;6,777545106;6,275400365;6,547706057
Cre01.g010750;8,337364131;8,120645815;8,239453643;8,074644927;8,008321994;8,300561882;8,232487863;8,127842934;8,206004529;8,064483905;8,270007762
Cre01.g010800;5,670465545;4,73434149;5,369589049;5,250274518;5,077663897;5,249406725;5,258132028;5,19244838;5,460370032;4,906002693;5,309497887
Cre01.g010816;2,939212518;2,219940976;2,375390437;2,518889464;2,996439108;2,4339836;2,511514644;2,649770724;2,729050991;2,608190042;2,404687018
Cre01.g010832;6,170041053;4,592969757;4,252323768;5,129090144;5,073066109;5,815508789;5,005111526;5,339221681;5,649565599;4,833017933;5,033916279
Cre01.g010848;3,944557956;3,325575249;2,971757019;2,751666908;2,493264498;2,441229027;3,413963408;2,562053478;3,348112432;2,909419873;2,706493023
Cre01.g010864;2,349357746;2,30540351;1,959020544;2,266449841;2,431093024;1,894635345;2,204593933;2,197392737;2,307903794;2,368248267;1,926827944
Cre01.g010880;5,425464231;4,574483407;4,473258197;4,446319199;4,312308946;4,163488543;4,824401945;4,307372229;4,935891715;4,443396176;4,31837337
Cre01.g010900;12,28100388;13,77765064;13,09862816;12,81273187;12,81231743;12,04659288;13,05242756;12,55721406;12,54686787;13,29498403;12,57261052
Cre01.g010950;6,743482923;6,540390222;6,370573515;6,415191525;6,435255519;6,237185077;6,55148222;6,36254404;6,579337224;6,487822871;6,303879296
Cre01.g011000;14,85504296;15,29292065;15,23784731;15,18708903;15,1033467;14,81063377;15,12860364;15,03368983;15,02106599;15,19813367;15,02424054
Cre01.g011050;7,525609827;7,066802637;6,906394527;7,349614563;7,38114047;7,442359347;7,166268997;7,391038126;7,437612195;7,223971553;7,174376937
Cre01.g011100;6,100124345;5,092367679;5,104517086;5,661575278;5,13304889;5,570496891;5,43233637;5,455040353;5,880849812;5,112708285;5,337506988
Cre01.g011150;7,629519704;6,508492524;6,863878145;6,205277812;5,37661394;6,007768504;7,000630124;5,863220085;6,917398758;5,942553232;6,435823324
Cre01.g011200;3,964805961;3,919056713;3,662721005;3,824186386;3,431610539;3,734372598;3,848861226;3,663389841;3,894496174;3,675333626;3,698546802
Cre01.g011250;-0,187532212;-0,33049846;-0,334796345;-0,207300242;-0,330317689;-0,275184909;-0,284275672;-0,27093428;-0,197416227;-0,330408075;-0,304990627
Cre01.g011300;5,770844865;4,896253312;4,671558787;4,248617671;4,462018215;4,481207535;5,112885655;4,39728114;5,009731268;4,679135763;4,576383161
Cre01.g011350;3,37987882;2,588741862;2,563271447;2,758136437;2,669585699;2,970891206;2,843964043;2,799537781;3,069007628;2,629163781;2,767081326
Cre01.g011376;-0,324833565;-0,423543224;-0,427724586;-0,2978637;-0,336609762;-0,427602948;-0,392033792;-0,35402547;-0,311348633;-0,380076493;-0,427663767
Cre01.g011400;5,431433509;5,633700992;5,536413907;6,093163115;6,340266576;6,064237397;5,533849469;6,165889029;5,762298312;5,986983784;5,800325652
Cre01.g011450;8,909706476;8,306718922;8,050233446;8,755248226;8,536547606;8,341901156;8,422219615;8,544565663;8,832477351;8,421633264;8,196067301
Cre01.g011500;8,16429821;8,264000688;8,235122729;8,157439531;8,270847272;8,571803067;8,221140542;8,33336329;8,16086887;8,26742398;8,403462898
Cre01.g011550;5,399779718;5,280857244;5,182071797;5,894080513;5,562513984;5,533672551;5,287569586;5,663422349;5,646930115;5,421685614;5,357872174
Cre01.g011600;9,464754262;9,320324151;9,539799229;9,678935987;9,533236531;9,427403607;9,441625881;9,546525375;9,571845124;9,426780341;9,483601418
Cre01.g011630;1,926685676;1,899273812;1,870157554;2,461767067;2,315901578;2,72608695;1,898705681;2,501251865;2,194226372;2,107587695;2,298122252
Cre01.g011660;-1,515278175;-1,501967044;-1,512241898;-1,463948563;-1,501592458;-1,466645071;-1,509829039;-1,477395364;-1,489613369;-1,501779751;-1,489443485
Cre01.g011750;4,711695296;4,279153265;4,40379558;4,748940522;4,874530386;4,944959983;4,46488138;4,85614363;4,730317909;4,576841825;4,674377782
Cre01.g011800;5,458007573;5,543848363;5,110498548;5,352482585;4,531935524;5,010930554;5,370784828;4,965116221;5,405245079;5,037891944;5,060714551
Cre01.g011850;7,362138426;7,046480879;7,116534677;7,332033775;7,15251467;7,118696921;7,175051327;7,201081789;7,3470861;7,099497774;7,117615799
Cre01.g011901;4,903023285;4,081382536;4,190571257;5,311972603;4,970462989;5,472691451;4,391659026;5,251709015;5,107497944;4,525922762;4,831631354
Cre01.g011950;6,258008369;6,057645005;6,096981049;6,480651895;6,638271843;6,893931135;6,137544807;6,670951624;6,369330132;6,347958424;6,495456092
Cre01.g012000;5,585501473;5,364244023;5,33690312;5,431030147;5,824840679;5,13958533;5,428882872;5,465152052;5,50826581;5,594542351;5,238244225
Cre01.g012050;7,389835886;6,449637658;7,804864187;6,244743285;5,770160444;6,544797531;7,214779244;6,186567087;6,817289586;6,109899051;7,174830859
Cre01.g012100;2,476077685;1,1460904;1,208854424;1,124636843;1,147263382;1,117280712;1,610340836;1,129726979;1,800357264;1,146676891;1,163067568
Cre01.g012126;5,137333486;2,738220839;3,020654107;2,810040592;2,628853429;2,604117497;3,632069478;2,681003839;3,973687039;2,683537134;2,812385802
Cre01.g012150;7,864396169;8,361676474;7,771572534;7,790796555;7,54400562;7,494799988;7,999215059;7,609867388;7,827596362;7,952841047;7,633186261
Cre01.g012175;4,762616845;3,808362447;3,814920434;3,295241796;3,392021429;4,001059692;4,128633242;3,562774306;4,02892932;3,600191938;3,907990063
Cre01.g012200;9,218882317;9,107050939;9,206405227;9,305261144;9,363624885;9,204398382;9,177446161;9,291094804;9,26207173;9,235337912;9,205401805
Cre01.g012244;5,393261935;3,235800326;3,026373832;3,086004521;2,766996781;2,645322066;3,885145364;2,832774456;4,239633228;3,001398554;2,835847949
Cre01.g012300;8,849138117;8,546789294;8,573159458;8,563533075;8,471578133;8,386686156;8,65636229;8,473932455;8,706335596;8,509183713;8,479922807
Cre01.g012350;8,697112377;8,149969843;8,831386321;9,213907398;8,690883902;9,23495709;8,559489514;9,046582797;8,955509887;8,420426873;9,033171706
Cre01.g012400;6,490100841;6,992369378;6,917301222;6,793311253;6,608359386;6,300829322;6,799923813;6,567499987;6,641706047;6,800364382;6,609065272
Cre01.g012450;8,604866507;8,204300824;8,097325254;8,467597256;8,301478845;8,280231536;8,302164195;8,349769213;8,536231882;8,252889835;8,188778395
Cre01.g012500;9,716602231;7,821396064;8,089699463;7,60367828;7,289738286;7,821276433;8,542565919;7,571564333;8,660140255;7,555567175;7,955487948
Cre01.g012550;4,85253098;4,342609044;4,085246472;4,158049172;3,932707198;3,700750221;4,426795499;3,930502197;4,505290076;4,137658121;3,892998347
Cre01.g012600;3,269511856;3,586151278;2,892272305;2,703572191;3,049785159;2,847777638;3,249311813;2,867044996;2,986542024;3,317968219;2,870024972
Cre01.g012650;5,579535756;2,78614336;4,022270462;2,792337065;2,791113509;2,558508876;4,129316526;2,713986483;4,185936411;2,788628435;3,290389669
Cre01.g012700;7,739989446;6,350701107;6,678106799;6,439287276;5,413120456;5,695286684;6,922932451;5,849231472;7,089638361;5,881910782;6,186696741
Cre01.g012750;7,419081776;5,74516391;5,713765661;5,145136831;4,672298079;5,066596052;6,292670449;4,961343654;6,282109304;5,208730995;5,390180857
Cre01.g012800;7,157051853;6,781189008;5,839874938;6,639960973;6,457472989;6,511126472;6,592705266;6,536186811;6,898506413;6,619330998;6,175500705
Cre01.g012850;6,525049734;3,877245097;4,683342604;4,435778092;3,884974333;3,683873536;5,028545812;4,001541987;5,480413913;3,881109715;4,18360807
Cre01.g012900;5,355392051;4,736376363;4,716463869;4,42576664;4,581652758;4,269687366;4,936077427;4,425702255;4,890579346;4,659014561;4,493075618
Cre01.g012950;6,998508629;6,441926173;6,657232813;6,938103376;6,658001034;7,240240402;6,699222538;6,945448271;6,968306003;6,549963603;6,948736607
Cre01.g013000;4,650569947;5,091281296;5,32093104;4,54192683;5,102709731;4,884935753;5,020927428;4,843190771;4,596248389;5,096995513;5,102933396
Cre01.g013050;6,918576243;7,128875666;7,034331756;6,401676923;6,62672791;6,55799158;7,027261222;6,528798804;6,660126583;6,877801788;6,796161668
Cre01.g013100;3,975156519;3,551160516;3,434680516;5,537257823;4,76981877;5,305779746;3,65366585;5,204285446;4,756207171;4,160489643;4,370230131
Cre01.g013150;7,381933175;7,468403603;7,299070512;7,305802304;7,38647423;7,009300552;7,383135763;7,233859029;7,34386774;7,427438917;7,154185532
Cre01.g013200;6,700863195;5,647379368;5,750782376;5,021851229;5,23055071;5,179303154;6,033008313;5,143901698;5,861357212;5,438965039;5,465042765
Cre01.g013250;5,154343833;4,41099784;4,765385259;4,535956008;4,250868155;4,079754044;4,776908977;4,288859402;4,84514992;4,330932998;4,422569651
Cre01.g013300;7,418918682;7,273708744;7,350454001;7,239536186;7,066925528;6,76319898;7,347693809;7,023220232;7,329227434;7,170317136;7,056826491
Cre01.g013350;9,726187685;10,04383789;9,661657113;8,98007761;9,266795514;8,781659883;9,810560895;9,009511002;9,353132647;9,6553167;9,221658498
Cre01.g013400;6,39227157;6,031982536;5,589111828;5,528747792;5,445283338;5,68150633;6,004455311;5,55184582;5,960509681;5,738632937;5,635309079
Cre01.g013450;5,584246108;3,763735057;4,190523729;4,651513451;4,350027482;5,941944337;4,512834965;4,981161757;5,117879779;4,05688127;5,066234033
Cre01.g013500;9,25031301;8,632391464;8,854306047;9,087888758;9,252749345;9,254422623;8,91233684;9,198353575;9,169100884;8,942570405;9,054364335
Cre01.g013550;6,117781832;5,600769585;5,780513288;6,221624082;6,149981424;6,161756159;5,833021568;6,177787222;6,169702957;5,875375505;5,971134723
Cre01.g013600;9,135972627;9,005697563;9,170754521;9,16163045;9,010806058;8,997151188;9,10414157;9,056529232;9,148801538;9,00825181;9,083952855
Cre01.g013650;5,34541586;5,065879832;4,369842344;4,637251617;4,561779167;4,284847438;4,927046012;4,494626074;4,991333739;4,813829499;4,327344891
Cre01.g013700;7,941149616;9,855616436;9,013036764;8,533966007;8,382589746;7,823700466;8,936600939;8,246752073;8,237557812;9,119103091;8,418368615
Cre01.g013750;4,195139687;3,016162408;3,425210634;3,597210513;3,316449239;3,539582267;3,545504243;3,484414006;3,8961751;3,166305824;3,482396451
Cre01.g013769;2,879336976;2,139474836;2,109017065;2,538283664;2,598286035;2,58620651;2,375942959;2,574258736;2,70881032;2,368880435;2,347611788
Cre01.g013800;4,350796824;4,153346287;4,230807711;4,195423074;4,278413461;4,213842538;4,244983607;4,229226358;4,273109949;4,215879874;4,222325125
Cre01.g013801;6,767060257;6,794238636;6,934917013;7,05408032;6,886457801;7,040792442;6,832071969;6,993776854;6,910570288;6,840348219;6,987854728
Cre01.g013850;5,537393226;5,758386644;5,503258448;5,872158098;6,189417599;5,81609864;5,599679439;5,959224779;5,704775662;5,973902122;5,659678544
Cre01.g013900;7,426043863;6,878761219;7,091774385;6,09360714;6,155591058;6,348120245;7,132193156;6,199106148;6,759825501;6,517176139;6,719947315
Cre01.g014000;7,812951142;7,171370406;6,840002486;6,795350059;6,112320884;6,414400902;7,274774678;6,440690615;7,3041506;6,641845645;6,627201694
Cre01.g014050;7,77786432;7,407203918;7,628668873;7,901772651;7,398678306;7,855017426;7,604579037;7,718489461;7,839818485;7,402941112;7,741843149
Cre01.g014100;3,629127703;3,449229912;4,149270498;4,479929749;4,022945813;4,399638238;3,742542704;4,300837933;4,054528726;3,736087862;4,274454368
